Segment_ID,Distance,Depth,Installation_Year
90,4722.149251619493,1.3038053870245887,2006
91,1195.942459383017,1.2776543452988203,2019
92,7132.44787222995,2.281749489606429,2004
93,7607.850486168974,1.3637601687982897,2000
94,5612.771975694963,1.6913345666477264,2016
95,7709.67179954561,2.7935768198120234,2002
96,4937.955963643907,1.9479232805257447,2012
97,5227.328293819941,2.3351154770420544,2013
98,4275.410183585496,1.3446397424032597,2017
99,254.1912674409519,1.3845780376173416,2003
100,1078.9142699330446,1.0817372325329577,2017
101,314.2918568673425,1.337870126144329,2004
102,6364.104112637804,1.5571806780639172,2015
103,3143.559810763267,1.3540209685534936,2000
104,5085.7069116470275,1.1774050675141112,2020
105,9075.66473926093,1.2412717422012016,2013
106,2492.9222914887496,1.9215575360654515,2014
107,4103.829230356298,1.412667436811585,2008
108,7555.511385430486,1.728539722096151,2014
109,2287.9816549162247,2.006834541709714,2016
110,769.79909828793,2.3807896572587306,2003
111,2897.5145291376803,1.0786242796821979,2011
112,1612.2128725400441,2.5988207978180853,2004
113,9296.97652342573,2.2558007789818157,2004
114,8081.20379564417,1.1635180638977438,2010
115,6334.037565104235,2.7471572482135542,2005
116,8714.605901877178,2.8417448010636264,2006
117,8036.720768991145,1.1221559197097275,2013
118,1865.7005888603585,1.5537552962944075,2010
119,8925.589984899778,2.6124025595861227,2012
120,5393.422419156507,2.4965193807673165,2001
121,8074.401551640625,1.3690420387127546,2006
122,8960.912999234932,1.4186986466734206,2019
123,3180.034749718639,1.740944205582764,2003
124,1100.5192452767676,1.9690459703820427,2007
125,2279.351625419417,2.236509543060592,2019
126,4271.077886262563,1.7378272791395448,2021
127,8180.147659224931,1.9250694322662958,2020
128,8607.305832563434,2.494941876267513,2018
129,69.52130531190703,1.0733664057811958,2012
130,5107.473025775657,1.5048738886880415,2013
131,4174.11003148779,2.426699171769105,2009
132,2221.0781047073024,2.7904136753743987,2010
133,1198.653673336828,2.023354884231332,2001
134,3376.1517140362794,2.0642269705306315,2008
135,9429.097039125192,1.214344022679552,2016
136,3232.0293202075522,1.8948247336469093,2002
137,5187.906217433661,2.065234532910046,2005
138,7030.189588951778,1.4849410072694593,2004
139,3636.2960237929396,1.538486461898762,2004
140,9717.820827209607,1.7545683262092453,2021
141,9624.472949421111,1.0401423955554527,2014
142,2517.8229582536414,1.6441583311663566,2022
143,4972.485058923855,1.4228960139930893,2016
144,3008.7830981676966,1.6549947043558293,2008
145,2848.404943774676,1.2395242636385024,2002
146,368.86947354532793,2.78105456147979,2019
147,6095.643339798969,2.1871849071080973,2016
148,5026.790232288615,2.358204638288979,2009
149,514.7875124998935,2.578342477214677,2002
150,2786.4646423661143,1.9968843978581146,2017
151,9082.658859666537,1.1738405761748474,2017
152,2395.6189066697243,2.074213083637096,2016
153,1448.948720912231,2.173682236041758,2002
154,4894.52760277563,2.49087894836866,2002
155,9856.504541106007,1.8633190924593588,2005
156,2420.552715115004,1.2551606055911275,2012
157,6721.355474058785,1.567551811597449,2014
158,7616.196153287176,1.7261645927972702,2008
159,2376.3754399239965,2.2918344826632024,2003
160,7282.163486118596,2.1415566093378238,2013
161,3677.831327192532,1.7121934517956925,2004
162,6323.058305935795,2.9730304975859596,2001
163,6335.297107608947,2.211549638713774,2010
164,5357.746840747584,1.474453583471989,2008
165,902.897700544083,1.2035649452408075,2002
166,8353.02495589238,1.305718278368664,2008
167,3207.8006497173583,1.4919154567690163,2002
168,1865.1851039985422,1.3213627465191113,2001
169,407.75141554763917,1.3731340481026115,2011
170,5908.929431882418,1.5701903373876942,2009
171,6775.643618422824,1.3467471905895096,2008
172,165.8782892785615,2.7935308492528503,2014
173,5120.93058299281,1.1604674913232844,2007
174,2264.9577519793797,2.0490227791405093,2004
175,6451.727904094499,1.820793653979323,2010
176,1743.6642900499144,2.964757233817213,2001
177,6909.377381024659,1.2240778043361047,2014
178,3867.353463005374,1.7957111980914833,2005
179,9367.299887367346,2.9389408665507375,2007
180,1375.2094414599326,2.7310142517879603,2004
181,3410.6635105025853,2.6341441418985596,2015
182,1134.7352124058907,1.5158056540898797,2017
183,9246.936182785628,1.3417751747801316,2005
184,8773.39353380981,2.337286439848862,2004
185,2579.416277151556,2.858751978255172,2015
186,6599.84046034179,2.11352578602786,2012
187,8172.222002012159,2.1432253789397997,2004
188,5552.008115994623,1.5599581873205683,2012
189,5296.505783560065,2.538985866383874,2016
190,2418.522909004517,1.3740874971150467,2017
191,931.0276780589921,1.6473584728084874,2007
192,8972.157579533268,1.8508728772328336,2012
193,9004.180571633304,2.01522075736891,2018
194,6331.014572732679,1.4848194648301605,2002
195,3390.297910487007,1.229673649478407,2007
196,3492.095746126609,2.221240084883265,2001
197,7259.5567887023935,1.5772611064805115,2007
198,8971.102599525771,2.1624764428452243,2012
199,8870.864242651172,1.3087254305484046,2012
200,7798.755458576238,1.962280203709635,2000
201,6420.316461542878,2.0651788651031717,2005
202,841.3996499504883,1.1036470736448538,2018
203,1616.2871409461377,1.6732085563878412,2015
204,8985.541885270792,1.2688293538779485,2007
205,6064.290596595899,1.1267499409455355,2000
206,91.97051616629648,2.9799204647798905,2015
207,1014.7154286603211,1.644707689949446,2008
208,6635.0176910805585,2.6197488917092695,2012
209,50.61583846218687,1.5092813095275277,2010
210,1608.0805141749865,2.3630054444478583,2012
211,5487.337893665861,2.520455719779373,2020
212,6918.951976926933,2.1912774812156885,2009
213,6519.612595026006,1.9431523771003167,2003
214,2242.6930946055977,1.823681828294537,2005
215,7121.792213475359,1.6977365330859906,2006
216,2372.4908749680008,2.8590582884956515,2004
217,3253.9969815926775,2.6612388155754583,2010
218,7464.914051180242,2.930053821333025,2012
219,6496.328990472147,1.2485944469710895,2018
220,8492.23410494178,2.4617349504072887,2022
221,6576.128923003434,2.8766809136420757,2009
222,5683.086033354716,1.3624661323313203,2009
223,936.7476782809248,1.132992534733555,2010
224,3677.1580305943353,2.482241298580118,2020
225,2652.0236768172545,2.148946226359824,2006
226,2439.8964337908355,2.683657553516544,2017
227,9730.105547524456,1.279544753252579,2003
228,3930.977246667604,2.5905346237197806,2001
229,8920.465551771133,1.403254640095489,2013
230,6311.386259972629,1.327311885731409,2012
231,7948.113035416484,1.3285315958619859,2011
232,5026.370931051921,2.629149440462764,2006
233,5769.038846263591,2.3303944413924,2001
234,4925.176938188639,2.0461308495382386,2012
235,1952.4298779804449,1.717660968247005,2013
236,7224.521152615053,2.7544010816262166,2016
237,2807.723624408558,1.7848902148452708,2008
238,243.1596643145384,2.633198878943154,2016
239,6454.722959071678,1.8782698171404368,2007
240,1771.1067940704895,1.7538888588498152,2001
241,9404.585843529143,1.9253595713392129,2012
242,9539.285770025874,1.6027557483282842,2002
243,9148.643902204485,2.4952187603525022,2015
244,3701.587002554444,2.0054407801849585,2005
245,154.56616528867428,1.4644253902936346,2018
246,9283.185625877253,2.799149146549137,2006
247,4281.841483173143,1.7677824427464228,2009
248,9666.548190436695,2.087105722227977,2008
249,9636.199770892528,2.8129442219290937,2001
250,8530.0945546736,2.248475991827984,2014
251,2944.488920695857,1.2337960814167281,2004
252,3850.9772860192525,2.87966424722695,2021
253,8511.36671516857,2.2554161061428357,2003
254,3169.2200515627765,1.6698112293141723,2019
255,1694.9274668609248,1.2785441453267745,2003
256,5568.012624583502,2.5880503785405917,2017
257,9361.54774160781,2.240145511857027,2003
258,6960.29796674973,2.0669221839526433,2016
259,5700.61170089365,2.7877851661019153,2011
260,971.7649377076854,2.5771944224490615,2021
261,6150.072266991698,1.3033497594655024,2016
262,9900.538501042633,1.6234441355910965,2009
263,1400.8401523652403,1.4969782796289315,2021
264,5183.2965236373675,2.487892585145354,2000
265,8773.730719279554,1.0670648694715588,2021
266,7407.686177542045,2.139779369742633,2017
267,6970.15740995268,2.524917371481381,2017
268,7024.840839871093,2.7535312735234987,2013
269,3594.9115121975515,1.684163497431815,2014
270,2935.9184426449337,2.6425146093440257,2011
271,8093.611554785136,1.2212634739104145,2003
272,8101.133946791808,2.692904583469036,2002
273,8670.723185801036,1.2549773246639648,2019
274,9132.405525564713,1.7945745811207345,2011
275,5113.423988609378,2.5945907315591072,2006
276,5015.162946871996,1.2998348546975476,2010
277,7982.951789667752,1.458502790465283,2000
278,6499.639307777651,2.4445051367861326,2005
279,7019.668772577033,2.4400730730921487,2014
280,7957.926694361011,2.2822952657705944,2014
281,8900.053418175663,2.3878968889342,2018
282,3379.951568515358,2.0854488866951923,2010
283,3755.82952639944,1.5035981178139055,2022
284,939.81939840869,1.6913919870078389,2001
285,5782.801409961739,1.3631954336028513,2013
286,359.42273796742086,2.8169011226672565,2001
287,4655.980181324601,2.166783589532241,2003
288,5426.446347075766,1.8017028335272798,2016
289,2865.412521282844,1.9240116072882654,2002
290,5908.332605690108,2.8945666792236304,2012
291,305.0024993904943,1.3067028062321604,2008
292,373.48188749214415,2.1724596640335943,2006
293,8226.005606596582,2.011777357768932,2014
294,3601.9064141126287,2.222908470869296,2022
295,1270.6051265188478,1.036220367641681,2010
296,5222.432600548043,2.744247817888303,2019
297,7699.9355309861085,2.864236564967225,2001
298,2158.210274968432,2.130266367178418,2014
299,6228.904758190002,2.3933016477537845,2013
300,853.4746499376799,2.8449987623545914,2019
301,516.8172116860769,2.414477268626797,2021
302,5313.54631568148,1.3050780858285227,2010
303,5406.351216101065,2.1525767203336263,2002
304,6374.299014982065,2.213430092765712,2016
305,7260.913337226615,1.848261342604772,2011
306,9758.520794625347,2.472888471249446,2020
307,5163.003483011953,2.8687340295380297,2014
308,3229.5647294124597,2.8511370258135527,2015
309,7951.861947687036,1.9016787428082642,2004
310,2708.322512620742,1.2264760916815105,2019
311,4389.714207056361,2.969682397924669,2005
312,784.5638134226596,2.677796172891868,2018
313,253.5074341545751,1.2493253624065337,2004
314,9626.48414677925,2.8416837652347446,2002
315,8359.801205122058,2.7397927241242566,2000
316,6959.74206093698,2.037676114252144,2005
317,4089.5294441426986,2.1825508714898585,2014
318,1732.9432007084577,1.7980054077402605,2001
319,1564.3704267108606,1.1095232776440627,2002
320,2502.428981645953,1.6703944832918018,2016
321,5492.266647061205,2.605706897196023,2011
322,7145.959227000623,1.0092640460092057,2017
323,6601.973767177313,1.6669983433822884,2014
324,2799.3389694594284,1.7963373871818866,2011
325,9548.65280663194,2.0747912058758455,2015
326,7378.969166957685,2.839711232825521,2007
327,5543.540525114006,1.6926919887319225,2013
328,6117.207462343523,1.6939064037924554,2016
329,4196.000624277899,2.4750024962194965,2020
330,2477.3098950115746,1.9044358817796143,2007
331,3559.726786512616,1.449209645879964,2014
332,7578.461104643691,1.9048790322653868,2013
333,143.93488629755868,1.2817140407595997,2017
334,1160.7264050691624,1.3527739730124466,2019
335,460.0264202175275,1.9967355454789595,2006
336,407.2880231897014,1.8378508990090958,2002
337,8554.605840110073,2.8296918021362,2011
338,7036.578593800236,1.7247877982332662,2020
339,4741.738290873252,2.161176700556087,2002
340,978.3416065100148,2.2645285758390608,2019
341,4916.158751168324,1.0261889131766673,2013
342,4734.717707805657,2.327074744033421,2014
343,1732.018699100152,1.3560719337395029,2013
344,4338.51649237973,2.92214063493891,2006
345,3985.0473439737343,1.297325455506226,2016
346,6158.500980522164,1.8292482474540475,2011
347,6350.936508676438,1.1706993361572877,2019
348,453.0400977204452,2.9937485036918945,2003
349,3746.126146264712,2.004390020662485,2008
350,6258.599157142364,2.190770034640088,2005
351,5031.362585800877,1.134152954776855,2015
352,8564.898411883223,2.4999209407983556,2021
353,6586.93631618945,1.4198111861911715,2021
354,1629.3442708142968,2.7961085788814275,2020
355,705.6874740042985,1.4102792809640143,2020
356,6424.192782063156,1.3813754413273331,2001
357,265.1131054162181,1.0730993356961898,2007
358,5857.755812734633,1.9441338902199985,2010
359,9402.302414249576,2.129682266525233,2012
360,5754.741778758789,1.1314172788567047,2016
361,3881.699262065219,2.551055233390021,2007
362,6432.882184423532,1.9065776694960552,2020
363,4582.528904915166,2.0487805386551603,2017
364,5456.16789315935,1.8815254938764563,2017
365,9414.648087765252,1.801526121750652,2013
366,3861.0263780077426,2.1192806626164358,2014
367,9611.905638239143,1.310480491861425,2005
368,9053.506419560637,1.3638562609905422,2010
369,1957.9113478929644,2.7235712420270346,2012
370,693.6130087516545,2.8922309242672655,2000
371,1007.7800137742665,1.746618632559506,2005
372,182.21825651549727,1.5414893462871075,2008
373,944.4296075592839,2.2879990864780315,2007
374,6830.067734163568,1.8174683421961928,2010
375,711.8864846022899,1.0507727113206897,2021
376,3189.756302937613,1.3123051947323807,2018
377,8448.753109694546,2.431944457694795,2008
378,232.71935735825866,2.3178478838203027,2016
379,8144.684825889358,1.054191985006967,2011
380,2818.547747733999,1.4439443238658989,2013
381,1181.6482762165626,1.4621495931761428,2014
382,6967.371653641507,2.343785487197457,2015
383,6289.42846779884,1.0394210755087283,2021
384,8774.720135270529,1.2082171639691477,2021
385,7350.710438038857,2.599832170746379,2019
386,8034.809303848486,1.3570893241086672,2000
387,2820.345725713065,2.305492215703749,2009
388,1774.3954377972282,1.476365562093453,2007
389,7506.147516408583,1.1988827855186903,2017
390,8068.34739267264,1.4863443819989082,2000
391,9905.051420006734,2.4445338637113183,2001
392,4126.176769114265,2.7113929362125715,2000
393,3720.1808579278318,2.660439729133983,2000
394,7764.129607419968,1.7943670592369096,2008
395,3408.0354025301785,2.3361702731412923,2012
396,9307.573256035646,1.409968590831642,2000
397,8584.127518430118,1.5862954605220265,2012
398,4289.940273750183,2.7926716370422398,2019
399,7508.7106779149735,1.026003847021472,2021
400,7545.4287408468235,1.1710170617089362,2006
401,1031.238688359326,1.4157725102920546,2001
402,9025.529066795667,1.0530644077476394,2005
403,5052.523724478571,1.3628708701795946,2006
404,8264.574661077417,2.1660831219393843,2013
405,3200.4960103061176,1.842849101184996,2017
406,8955.232284962005,2.7853434221539497,2014
407,3892.0167873416312,2.634887123476882,2001
408,108.3765148029836,1.683634703395752,2009
409,9053.819764192636,1.518846866862585,2022
410,912.8667678613356,1.7593848163345338,2011
411,3193.1363759041487,2.1805898850296153,2016
412,9500.61967050805,1.5361272816457525,2007
413,9506.071469375562,2.248297815698268,2010
414,5734.378881232861,1.8188233043824809,2002
415,6318.372121697993,2.1040943617039605,2005
416,4484.455219783198,1.8722530582706334,2008
417,2932.1077169806454,1.5889315190838353,2005
418,3286.6454536991596,2.8969066139243136,2008
419,6725.184560770384,2.5272115883195214,2006
420,7523.7452943768,1.280226351532905,2008
421,7915.790437258485,2.7369359517958256,2017
422,7896.181427945539,1.9748623964990273,2011
423,912.0610304869036,2.789104453788183,2007
424,4944.203047025815,2.5997105118946306,2007
425,575.5876001664428,1.850427008938467,2017
426,5495.288823237355,1.0449386166402348,2019
427,4415.3050137337705,1.5373547187698922,2014
428,8877.041827582998,2.083268429321734,2006
429,3509.150125520787,2.2669564396522945,2010
430,1170.6701642760586,1.5157753708664046,2019
431,1429.9168205283586,1.2787121481456483,2015
432,7615.106317174723,2.6698604735985985,2003
433,6182.18063316261,2.9688043614071042,2005
434,1011.2267612279024,2.0513803646053717,2021
435,841.0680611499744,1.343358571696607,2002
436,7009.691314591199,1.544614653038738,2008
437,727.6300636419353,1.0367813530949335,2009
438,8218.600592903562,2.828597613120998,2013
439,7062.422271564962,1.2355021657802823,2010
440,813.4878064189977,2.153032951028507,2017
441,848.3771408519192,1.548110441374412,2021
442,9866.395785011755,2.108356005031587,2011
443,3742.7079575612033,2.3028407767037287,2022
444,3706.421470668909,2.659483607414403,2011
445,8127.995672575025,1.4128425435212064,2012
446,9472.485773838587,1.021991657316961,2012
447,9860.010638228709,1.2737712601376145,2018
448,7533.781852589416,2.80003728369621,2018
449,3762.5958553091577,2.7477801551250307,2022
450,835.0071669866876,2.1948262043406164,2013
451,7771.4691592743675,2.201033720867307,2003
452,5584.04249735805,2.330073349092511,2012
453,4242.220092469763,1.3507425572468992,2007
454,9063.54385094736,2.8288238918499196,2022
455,1111.9748230615135,1.8375410497841462,2020
456,4926.251042908591,1.766277056498995,2022
457,113.53644767419068,2.037835410565675,2018
458,4686.606419941263,1.09393193355011,2011
459,563.0327568183735,1.3325667375121588,2017
460,1188.1791626807192,2.476067232852741,2005
461,1175.2624677710487,1.165597335850253,2017
462,6492.103021160636,2.206304218932776,2018
463,7460.448792654233,1.490698219362642,2021
464,5833.687650971597,1.778591228083953,2004
465,9621.725484745419,1.5773874735413997,2008
466,3748.7057952370405,1.7113454329298983,2002
467,2857.1208628186073,2.438091810368491,2009
468,8685.991281894603,1.59424343124635,2018
469,2235.9583851945263,2.1328092805937944,2002
470,9632.225394406114,1.9521008043981993,2021
471,121.54474689816341,2.3273423307252963,2014
472,9698.78826707639,2.873659478649516,2000
473,431.5991195057611,2.4651441944205006,2006
474,8911.431136980711,1.4298807571815135,2011
475,5277.011090862999,1.0623662701225693,2016
476,9929.647961193003,1.5245280885996502,2020
477,737.9656473539886,2.19015586140051,2019
478,5538.542844013208,1.1028516269685007,2004
479,9693.02535619099,1.9927324944024727,2003
480,5230.978441701488,2.1936856978337786,2011
481,6293.986381352625,1.6684877816339216,2019
482,6957.486889846172,2.541824407491644,2017
483,4545.410647677732,1.2131965062675436,2016
484,6275.580800840635,1.1502755634716175,2018
485,5843.143119231002,2.4563775124072067,2008
486,9011.58010490989,1.990982632412397,2003
487,454.4638034145787,2.376804792855472,2020
488,2809.631895922303,1.8696546772074925,2001
489,9504.114840765587,1.4928040664782136,2003
490,8902.637838909162,2.6382046353483997,2001
491,4556.56752785713,2.5988317579379583,2014
492,6201.325978015368,2.3893929417088535,2001
493,2773.811829811327,1.5442902744599254,2003
494,1881.2115972376132,2.180461333738174,2005
495,4636.984049399822,1.7219477938800536,2006
496,3533.522280260528,1.1831641466532683,2009
497,5836.561118508721,2.8346271509244856,2018
498,777.3463696498484,1.2736372618379228,2018
499,9743.948076661665,2.900474707641605,2021
500,9862.107444796029,1.8920115459159115,2011
